titre_avis;texte_avis;note_avis;date_avis;type_voyage;nb_mots;nb_phrases;vader_compound;vader_sentiment;textblob_polarity;textblob_subjectivity;textblob_sentiment;transformer_label;transformer_score
Tour de bateau;Super sympa !Merci à Alycia et Georges pour leur accueil.Le fromage était tres bon et le vin de la bonne couleur.Je recommande;5;15 novembre 2025;nov. 2025 • En couple;24;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996743202209473
FLAGSHIP;Un immense merci à Sam, Plim et au capitaine Marco pour cette croisière inoubliable à Amsterdam !Votre bonne humeur, votre énergie et votre professionnalisme ont rendu cette expérience encore plus magique. Merci pour les rires, les découvertes et tous ces petits moments qui ont fait de cette sortie un souvenir vraiment spécial.Au plaisir de naviguer à nouveau avec vous ! 🌟🚤💙;5;15 novembre 2025;nov. 2025 • Entre amis;60;1;0.0;Neutre;0.0;1.0;Neutre;LABEL_1;0.9996751546859741
Mat et riche;Très beau guide, des gars charmants, des faits animés, intéressés, présentés de manière humoristique. Je recommande vivement;5;14 novembre 2025;nov. 2025 • En famille;17;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996767044067383
Sympa;Les guides sont drôles et racontent des faits amusants sur la ville. Je recommande le fromage et vin à volonté à bord bien que ce ne soit pas le meilleur. Beaucoup de monde dans le bateau mais ça reste une activité mythique à faire à Amsterdam, bien plus joli de nuit avec les lumières de la ville.;4;12 novembre 2025;nov. 2025 • En couple;57;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9995548129081726
Parfait !!;Super accueil parfait !!! Cette super merci beaucoup !!! Croisière au top merci à tous l’équipage ! Un service au top du top ! Je suis ravie de recommande ! 🩷;5;11 novembre 2025;nov. 2025 • En solo;26;1;0.9042;Positif;0.4333333333333333;0.5666666666666667;Positif;LABEL_1;0.9996682405471802
Amusant en anglais peut etre un audioguide pour nous francais;Un audioguide pour une zutre langue que langlais equipage sympaVisite agreableLactivite du jeu  cool merciFromage bon sans la moutarde;3;10 novembre 2025;nov. 2025 • Entre amis;19;1;0.3182;Positif;0.35;0.65;Positif;LABEL_1;0.9972566962242126
Super !;Super tour sous le soleil d’Amsterdam et en famille 😍Bugra a été un super capitaine et nous a donné plein d’anecdotes sympas pour découvrir Amsterdam ! Merci à lui !;5;9 novembre 2025;nov. 2025 • En famille;30;1;0.8316;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996799230575562
Super moment;Très belle ballade d’une heure le long des canaux ponctuée d’anecdotes et d’éléments historiques. Le crew était très sympathique;5;8 novembre 2025;nov. 2025 • Entre amis;22;1;0.0;Neutre;-0.05;0.4;Négatif;LABEL_1;0.999671459197998
Belle expérience;Très belle expérience avec bugra La croisière dure 1h, et franchement c est super sympa. la Seine avec comme sublime décor ces magnifiques;5;5 novembre 2025;nov. 2025 • En famille;23;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996731281280518
Croisière à faire;Croisière très sympathique et personnel très accueillant.Je recommande 👍Activité à ne pas manquer en allant à Amsterdam;5;2 novembre 2025;nov. 2025 • En couple;18;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996713399887085
Super croisière avec Félix;Nous avons fait une croisière d’une heure en soirée sur les canaux d’Amsterdam !La ville est magnifique et notre guide, Félix, a été super ! Il a rendu la visite très intéressante avec ses anecdotes et sa connaissance sur la ville. Sa maîtrise de plusieurs langues est un +++ !Merci à lui !Nous recommanderons ce tour !;5;1 novembre 2025;nov. 2025 • En couple;56;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996786117553711
Bien mais…;Le fond était très bien, bonne découverte de la ville, avec anecdotes, et très bon fromage.Cependant, beaucoup trop de monde, même si nous avions réservé le bateau était plein à craquer. L’important semblait être le profit plutôt que le confort des clients, assez déçue par ce point.De plus, sur place il y a des croisières moins chers pour les mêmes prestations.;3;1 novembre 2025;nov. 2025 • En couple;64;1;0.765;Positif;0.4;1.0;Positif;LABEL_1;0.9947606921195984
Canal cruise;J'ai bien aimé le tour de bateau. Mats est très gentil et serviable. C’était amusant vraiment. Je recommande grandement.;5;30 octobre 2025;oct. 2025 • Entre amis;20;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996771812438965
Super tour;Mon mari et moi avons fait un tour avec Flagship Amsterdam au mois d'Aout, notre guide, Thao, une merveilleuse jeune fille, pleine de connaissances fut une excellente guide, je recommande !!! ⭐⭐⭐⭐⭐;5;25 octobre 2025;août 2025 • En couple;30;1;0.1027;Positif;0.0;0.0;Neutre;LABEL_1;0.99968421459198
Bonne croisière amusante;Une croisière instructive et amusante sur le canal qui a été rendue vraiment bien par les 2 guides sur le bateau. Les guides ont donné une visite amusante. Nous avons fait la croisière fromage et vin et c'était du fromage et du vin de bonne qualité;5;24 août 2025;août 2025 • En famille;46;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996567964553833
Super visite;Une dégustation a la hauteur de cette visite. Un moment au top pour de merveilleux souvenirs. Le fromage et les boissons (vins) de bonne qualité pour accompagner ce moment parfait;5;16 août 2025;;30;1;0.2023;Positif;0.5;0.5;Positif;LABEL_1;0.9996727705001831
Beau moment d’évasion;Ballade agréable avec un beau soleil. Bateau fermé   Fromages bons mais pas frais. Boissons bien. Dommage de ne pas faire de visites en français;5;14 août 2025;;24;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9962743520736694
Je recommande;Agréable croisière sur les canaux d’Amsterdam. Le guide audio est parfait et nous fait découvrir la ville sous un autre angle. Agréablement surpris de cette balade, je recommande les yeux fermés (ouvrez-les quand même pour admirer le paysage !);5;7 août 2025;;40;1;0.4215;Positif;0.0;0.0;Neutre;LABEL_1;0.9996649026870728
10/10;Le bateau était impeccable, très propre et bien entretenu, avec des espaces communs spacieux et agréables. Le personnel a été d’une grande gentillesse et toujours disponible, que ce soit à la réception, au restaurant ou pour les animations à bord. J’ai particulièrement apprécié la variété des repas : buffet copieux, restaurants à la carte avec des plats savoureux et des options pour tous les goûts, y compris végétariennes.Les escales étaient bien choisies, avec des excursions bien organisées qui m’ont permis de découvrir des paysages magnifiques, des plages paradisiaques, et une culture locale authentique. J’ai aussi aimé les activités proposées à bord : soirées à thème, spectacles, et cours de danse, qui ont vraiment animé mon séjour.Ce voyage m’a permis de me détendre complètement tout en découvrant de nouveaux horizons, dans une ambiance conviviale et confortable. Je recommande vivement cette croisière à tous ceux qui veulent combiner détente, découverte et convivialité;5;2 juillet 2025;avr. 2025 • En famille;155;1;-0.128;Négatif;0.75;0.75;Positif;LABEL_1;0.9996751546859741
Absolument aimé chaque minute, je le recommande certainement à mes amis et ma famille;Les vues étaient incroyables, nous avions 2 charmants garçons qui parlaient autour de notre voyage qui était vraiment intéressant! Ils étaient très instructifs!;5;28 juin 2025;juin 2025 • En couple;23;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996466636657715
Excursion en bateau saine;Kevin était un grand guide touristique, grand esprit! Sympa de se rafraîchir tout en se faisant montrer la ville ! Je recommanderais certainement à toute personne de la famille ou des amis. ... ... ... ... ... ... . . .;5;20 juin 2025;juin 2025 • Entre amis;31;1;0.6705;Positif;0.5;1.0;Positif;LABEL_1;0.9996707439422607
Super expérience;Super expérience. Personnel accueillant et sympathique. Fromage et boissons de qualité.À faire pour visiter Amsterdam !;5;12 juin 2025;;16;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996724128723145
Belle expérience !;A voir au moins une fois dans sa vie ! Beaucoup de quartiers divers et variés à visiter à pied. Attention à la circulation : les vélos, les bus et les tramways s’entremêlent dans la ville ! Cette ville est très animée avec beaucoup de pubs et petits restos. Les différentes places sont chouettes à voir et si vous aimez les musées, vous serez servis !Petit conseil : logez vous en dehors de la ville (tout est accessible en bus) car en plein centre c’est très cher tout comme la vie en général là bas.;4;1 juin 2025;mai 2025 • En couple;93;1;-0.25;Négatif;0.375;0.375;Positif;LABEL_1;0.9980500936508179
ballade aperitive;equipage sympathique et tres motive. collation en quantite suffisante bateau couvert et agreable. belle ballade a recommander.;5;19 mai 2025;avr. 2025 • En famille;17;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996647834777832
INCROYABLE;À l’occasion de mon anniversaire mon mari m’a offert une très belle visite sur bateau sur les canaux d’Amsterdam.Nous avons été époustouflé par la vue lors du coucher de soleil.Un grand merci à Diederick, Aliisa et Alycia.;5;12 mai 2025;;42;1;0.4588;Positif;0.5;1.0;Positif;LABEL_1;0.9996545314788818
Une belle balade sur les canaux à Amsterdam;Nous avons passé un excellent moment avec notre guide Barry, qui était très charmant, un irlandais très gentil qui nous expliquait plein de choses sur la ville d’Amsterdam et qui nous a bien décrit les environs. Ce fut vraiment agréable cette balade sur les canaux je vous recommande vraiment. Et vraiment gros Big à Barry vraiment été super !;5;5 mai 2025;mai 2025 • En couple;59;1;0.8225;Positif;0.4444444444444444;0.5888888888888889;Positif;LABEL_1;0.9996801614761353
Jim et David font le show !;Superbe expérience de croisière sur les canaux avec dès l'accueil sur la place derrière l'église Westerkerk quelqu'un pour nous recevoir avec le T-shirt Flagship.Ensuite le bâteau, les boissons avec fromage et les anecdotes de Jim nous ont fait passer un très bon moment.;5;4 mai 2025;;45;1;0.1027;Positif;0.0;0.0;Neutre;LABEL_1;0.9996516704559326
Banc payant;Croisière est un mot inapproprié. Nous emploierons pluilz terme balade. Sans réel interêt, ni pour l’embarcation, ni pour les détails enregistrés de la visite, encore moins pour le buffet proposé.Le seul atout fut de nous réchauffer et de pouvoir nous asseoir un moment.;2;23 avril 2025;nov. 2024 • En famille;45;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.9807693958282471
Visite à faire;"Très bonne visite avec deux supers Guides, nous avions pris sans fromage et sans vin car à 10h30 c'était un peu rapproché du petit déjeuner ;)";5;21 avril 2025;avr. 2025 • En famille;25;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9994009733200073
Très bien;On aurait aimé qu'il puisse y avoir une traduction en français pour la visite guidée. 2 fromages en dégustation et boissons à volonté.Très bien!;4;13 avril 2025;avr. 2025 • En famille;25;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9985419511795044
Expérience 12/10;Celia et Peter étaient incroyables ! Meilleurs guides touristiques, meilleures boissons, si sympathique et propre : ) Il patauge propre et informatif. si beau et confortableablr;5;12 avril 2025;avr. 2025 • Entre amis;23;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996572732925415
Option survendue;Croisière agréable qui permet d avoir un autre œil sur Amsterdam...Par contre, l option fromage et boissons à volonté est survendue et chère pour la qualité de la prestation en option;2;28 mars 2025;mars 2025 • En couple;32;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9847190380096436
Extraordinaire !;Une expérience formidable !C’était l’une des plus belles activités que nous avons pu faire lors de notre séjour !Nous avons appris beaucoup de choses sur la ville grâce au animateurs lors de la croisière !Vin et fromage à disposition c’était un régal !N’hésitez pas si vous venez à Amsterdam !;5;8 mars 2025;mars 2025 • Entre amis;53;1;-0.2732;Négatif;0.0;0.0;Neutre;LABEL_1;0.9996768236160278
Guide;La guide parlait trop et posait trop de questions qu’on ne connaissait pas, pas agréables on a pas su trop profiter de la vue et de la croisiere;3;28 février 2025;;29;1;0.1779;Positif;0.0;0.0;Neutre;LABEL_1;0.9433726072311401
Une Croisière Inoubliable sur les Canaux d’Amsterdam;La croisière en bateau classique à Amsterdam était tout simplement fantastique ! Naviguer sur les canaux pittoresques tout en savourant une boisson était une expérience inoubliable. Le bateau, élégant et confortable, offrait une ambiance chaleureuse et intime, parfaite pour profiter des vues incroyables de la ville.Le personnel était accueillant et attentif, veillant à ce que tout le monde passe un moment agréable. Voir Amsterdam depuis l'eau donne une toute nouvelle perspective de la ville, avec ses maisons traditionnelles et ses ponts charmants. C'était à la fois relaxant et fascinant.Je recommande vivement cette croisière à quiconque visite Amsterdam. Une façon idéale de découvrir la ville avec style tout en profitant d'une boisson rafraîchissante !;5;24 janvier 2025;;113;1;-0.0772;Négatif;0.0;0.0;Neutre;LABEL_1;0.9996705055236816
Beaucoup de monde mais très bonne expérience;Très bonne expérience et originale je recommande plutôt le soir car les lumières sont plus jolies je recommande aussi de prendre l’option vin et fromage;5;21 janvier 2025;;26;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9994980096817017
J’étais sur le Titanic 😱;Agréable découverte de la ville en bateau, un guide très agréable , connaissant les lieux et les petits détails croustillants d’Amsterdam.Un verre et des fromages locaux accompagnaient cette courte…croisière 😉;4;7 janvier 2025;;31;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996421337127686
Super moment;Un moment très agréable autant par la croisière qu’avec les membres de l’équipage qui ont le sourire! Ça fait plaisirs !!!!! Merci pour ce moment ✌️✌️✌️✌️;5;6 janvier 2025;janv. 2025 • En couple;26;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996786117553711
Nul;J’ai ete prévenue une heure avant le depart que la croisière n’aura pas lieu et attends mon remboursement. On avait proposé un autre date…évidemment je n’habite pas a Amsterdam et repars demain;1;1 janvier 2025;déc. 2024 • En couple;36;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.8154892325401306
Très content.;Très satisfait de cette visite. L'équipage était sympa et instructif. Nous avions réservé à l'avance, donc, pas de problème (seul jour où il ne faisait pas beau, mais, ça, ça ne se commande pas). Malgré les efforts de l'équipe, nous n'avons malheureusement pas vu les dauphins mais c'est le jeu. On le savait. Ça aurait été la cerise sur le gâteau, mais les dauphins sont des animaux sauvages, donc, ça aussi, ça ne se commande pas. Bref ! Je recommande cette excursion, fautant plus que, grâce à sa petite taille, nous avons pu entrer (un aller/retour rapide mais suffisant pour prendre quelques photos) dans la grotte de Benagil, alors que d'autres compagnies ne peuvent pas le faire.;5;15 novembre 2025;oct. 2025 • En couple;117;1;-0.2732;Négatif;0.0;0.0;Neutre;LABEL_1;0.9979966282844543
